year,sex,school_id,school_name,enrolment
2015,MF,14,Singapore Polytechnic,15297.0
2016,F,14,Singapore Polytechnic,5766.0
2016,MF,14,Singapore Polytechnic,14671.0
2017,F,14,Singapore Polytechnic,5611.0
2017,MF,14,Singapore Polytechnic,14298.0
2018,F,14,Singapore Polytechnic,5559.0
2018,MF,14,Singapore Polytechnic,14337.0
2019,F,14,Singapore Polytechnic,5520.0
2019,MF,14,Singapore Polytechnic,14209.0
2020,F,14,Singapore Polytechnic,5238.0
2020,MF,14,Singapore Polytechnic,13568.0
2021,F,14,Singapore Polytechnic,4972.0
2021,MF,14,Singapore Polytechnic,12880.0
2022,F,14,Singapore Polytechnic,4800.0
2022,MF,14,Singapore Polytechnic,12391.0
2023,F,14,Singapore Polytechnic,4984.0
2023,MF,14,Singapore Polytechnic,12590.0
2024,F,14,Singapore Polytechnic,5079.0
2024,MF,14,Singapore Polytechnic,12508.0
1982,F,10,Ngee Ann Polytechnic,1153.0
1982,MF,10,Ngee Ann Polytechnic,3660.0
1983,F,10,Ngee Ann Polytechnic,1650.0
1983,MF,10,Ngee Ann Polytechnic,4825.0
1984,F,10,Ngee Ann Polytechnic,2374.0
1984,MF,10,Ngee Ann Polytechnic,6919.0
1985,F,10,Ngee Ann Polytechnic,2993.0
1985,MF,10,Ngee Ann Polytechnic,8516.0
1986,F,10,Ngee Ann Polytechnic,3470.0
1986,MF,10,Ngee Ann Polytechnic,9617.0
1987,F,10,Ngee Ann Polytechnic,3910.0
1987,MF,10,Ngee Ann Polytechnic,10237.0
1988,F,10,Ngee Ann Polytechnic,4037.0
1988,MF,10,Ngee Ann Polytechnic,10448.0
1989,F,10,Ngee Ann Polytechnic,4477.0
1989,MF,10,Ngee Ann Polytechnic,11341.0
1990,F,10,Ngee Ann Polytechnic,4817.0
1990,MF,10,Ngee Ann Polytechnic,11995.0
1991,F,10,Ngee Ann Polytechnic,5316.0
1991,MF,10,Ngee Ann Polytechnic,12759.0
1992,F,10,Ngee Ann Polytechnic,5527.0
1992,MF,10,Ngee Ann Polytechnic,13330.0
1993,F,10,Ngee Ann Polytechnic,5473.0
1993,MF,10,Ngee Ann Polytechnic,13353.0
1994,F,10,Ngee Ann Polytechnic,5624.0
1994,MF,10,Ngee Ann Polytechnic,13637.0
1995,F,10,Ngee Ann Polytechnic,5858.0
1995,MF,10,Ngee Ann Polytechnic,14249.0
1996,F,10,Ngee Ann Polytechnic,6113.0
1996,MF,10,Ngee Ann Polytechnic,14480.0
1997,F,10,Ngee Ann Polytechnic,6169.0
1997,MF,10,Ngee Ann Polytechnic,14760.0
1998,F,10,Ngee Ann Polytechnic,6001.0
1998,MF,10,Ngee Ann Polytechnic,14300.0
1999,F,10,Ngee Ann Polytechnic,6211.0
1999,MF,10,Ngee Ann Polytechnic,14433.0
2000,F,10,Ngee Ann Polytechnic,6419.0
2000,MF,10,Ngee Ann Polytechnic,14378.0
2001,F,10,Ngee Ann Polytechnic,6623.0
2001,MF,10,Ngee Ann Polytechnic,14317.0
2002,F,10,Ngee Ann Polytechnic,6626.0
2002,MF,10,Ngee Ann Polytechnic,13989.0
2003,F,10,Ngee Ann Polytechnic,6534.0
2003,MF,10,Ngee Ann Polytechnic,13690.0
2004,F,10,Ngee Ann Polytechnic,6347.0
2004,MF,10,Ngee Ann Polytechnic,13417.0
2005,F,10,Ngee Ann Polytechnic,6500.0
2005,MF,10,Ngee Ann Polytechnic,13715.0
2006,F,10,Ngee Ann Polytechnic,6719.0
2006,MF,10,Ngee Ann Polytechnic,14258.0
2007,F,10,Ngee Ann Polytechnic,7007.0
2007,MF,10,Ngee Ann Polytechnic,14687.0
2008,F,10,Ngee Ann Polytechnic,7214.0
2008,MF,10,Ngee Ann Polytechnic,15123.0
2009,F,10,Ngee Ann Polytechnic,7436.0
2009,MF,10,Ngee Ann Polytechnic,15417.0
2010,F,10,Ngee Ann Polytechnic,7655.0
2010,MF,10,Ngee Ann Polytechnic,15942.0
2011,F,10,Ngee Ann Polytechnic,7703.0
2011,MF,10,Ngee Ann Polytechnic,16139.0
2012,F,10,Ngee Ann Polytechnic,7788.0
2012,MF,10,Ngee Ann Polytechnic,16430.0
2013,F,10,Ngee Ann Polytechnic,7866.0
2013,MF,10,Ngee Ann Polytechnic,16581.0
2014,F,10,Ngee Ann Polytechnic,7758.0
2014,MF,10,Ngee Ann Polytechnic,16227.0
2015,F,10,Ngee Ann Polytechnic,7465.0
2015,MF,10,Ngee Ann Polytechnic,15611.0
2016,F,10,Ngee Ann Polytechnic,7243.0
2016,MF,10,Ngee Ann Polytechnic,14866.0
2017,F,10,Ngee Ann Polytechnic,7304.0
2017,MF,10,Ngee Ann Polytechnic,14599.0
2018,F,10,Ngee Ann Polytechnic,7469.0
2018,MF,10,Ngee Ann Polytechnic,14543.0
2019,F,10,Ngee Ann Polytechnic,7431.0
2019,MF,10,Ngee Ann Polytechnic,14233.0
2020,F,10,Ngee Ann Polytechnic,7205.0
2020,MF,10,Ngee Ann Polytechnic,13637.0
2021,F,10,Ngee Ann Polytechnic,6943.0
2021,MF,10,Ngee Ann Polytechnic,12996.0
2022,F,10,Ngee Ann Polytechnic,6735.0
2022,MF,10,Ngee Ann Polytechnic,12500.0
2023,F,10,Ngee Ann Polytechnic,6620.0
2023,MF,10,Ngee Ann Polytechnic,12397.0
2024,F,10,Ngee Ann Polytechnic,6738.0
2024,MF,10,Ngee Ann Polytechnic,12578.0
1990,F,17,Temasek Polytechnic,552.0
1990,MF,17,Temasek Polytechnic,735.0
1991,F,17,Temasek Polytechnic,1006.0
1991,MF,17,Temasek Polytechnic,1472.0
1992,F,17,Temasek Polytechnic,1490.0
1992,MF,17,Temasek Polytechnic,2268.0
1993,F,17,Temasek Polytechnic,1826.0
1993,MF,17,Temasek Polytechnic,3107.0
1994,F,17,Temasek Polytechnic,2156.0
1994,MF,17,Temasek Polytechnic,3854.0
1995,F,17,Temasek Polytechnic,3026.0
1995,MF,17,Temasek Polytechnic,5443.0
1996,F,17,Temasek Polytechnic,4076.0
1996,MF,17,Temasek Polytechnic,7681.0
1997,F,17,Temasek Polytechnic,5157.0
1997,MF,17,Temasek Polytechnic,9806.0
1998,F,17,Temasek Polytechnic,5942.0
1998,MF,17,Temasek Polytechnic,11462.0
1999,F,17,Temasek Polytechnic,6300.0
1999,MF,17,Temasek Polytechnic,12230.0
2000,F,17,Temasek Polytechnic,6446.0
2000,MF,17,Temasek Polytechnic,12733.0
2001,F,17,Temasek Polytechnic,6501.0
2001,MF,17,Temasek Polytechnic,13143.0
2002,F,17,Temasek Polytechnic,6579.0
2002,MF,17,Temasek Polytechnic,13324.0
2003,F,17,Temasek Polytechnic,6462.0
2003,MF,17,Temasek Polytechnic,13117.0
2004,F,17,Temasek Polytechnic,6302.0
2004,MF,17,Temasek Polytechnic,12782.0
2005,F,17,Temasek Polytechnic,6776.0
2005,MF,17,Temasek Polytechnic,13582.0
2006,F,17,Temasek Polytechnic,7236.0
2006,MF,17,Temasek Polytechnic,14568.0
2007,F,17,Temasek Polytechnic,7541.0
2007,MF,17,Temasek Polytechnic,15243.0
2008,F,17,Temasek Polytechnic,7587.0
2008,MF,17,Temasek Polytechnic,15615.0
2009,F,17,Temasek Polytechnic,7676.0
2009,MF,17,Temasek Polytechnic,15791.0
2010,F,17,Temasek Polytechnic,7804.0
2010,MF,17,Temasek Polytechnic,15933.0
2011,F,17,Temasek Polytechnic,7894.0
2011,MF,17,Temasek Polytechnic,16020.0
2012,F,17,Temasek Polytechnic,7855.0
2012,MF,17,Temasek Polytechnic,16005.0
2013,F,17,Temasek Polytechnic,7934.0
2013,MF,17,Temasek Polytechnic,16250.0
2014,F,17,Temasek Polytechnic,7900.0
2014,MF,17,Temasek Polytechnic,16138.0
2015,F,17,Temasek Polytechnic,7585.0
2015,MF,17,Temasek Polytechnic,15425.0
2016,F,17,Temasek Polytechnic,7115.0
2016,MF,17,Temasek Polytechnic,14662.0
2017,F,17,Temasek Polytechnic,6802.0
2017,MF,17,Temasek Polytechnic,14239.0
2018,F,17,Temasek Polytechnic,6688.0
2018,MF,17,Temasek Polytechnic,14248.0
2019,F,17,Temasek Polytechnic,6718.0
2019,MF,17,Temasek Polytechnic,14142.0
2020,F,17,Temasek Polytechnic,6382.0
2020,MF,17,Temasek Polytechnic,13535.0
2021,F,17,Temasek Polytechnic,6044.0
2021,MF,17,Temasek Polytechnic,12984.0
2022,F,17,Temasek Polytechnic,5826.0
2022,MF,17,Temasek Polytechnic,12481.0
2023,F,17,Temasek Polytechnic,5971.0
2023,MF,17,Temasek Polytechnic,12462.0
2024,F,17,Temasek Polytechnic,6159.0
2024,MF,17,Temasek Polytechnic,12546.0
1992,F,6,Nanyang Polytechnic,580.0
1992,MF,6,Nanyang Polytechnic,699.0
1993,F,6,Nanyang Polytechnic,1946.0
1993,MF,6,Nanyang Polytechnic,3944.0
1994,F,6,Nanyang Polytechnic,3199.0
1994,MF,6,Nanyang Polytechnic,5785.0
1995,F,6,Nanyang Polytechnic,4066.0
1995,MF,6,Nanyang Polytechnic,7291.0
1996,F,6,Nanyang Polytechnic,4381.0
1996,MF,6,Nanyang Polytechnic,7764.0
1997,F,6,Nanyang Polytechnic,4620.0
1997,MF,6,Nanyang Polytechnic,8271.0
1998,F,6,Nanyang Polytechnic,5129.0
1998,MF,6,Nanyang Polytechnic,9277.0
1999,F,6,Nanyang Polytechnic,5647.0
1999,MF,6,Nanyang Polytechnic,10514.0
2000,F,6,Nanyang Polytechnic,5989.0
2000,MF,6,Nanyang Polytechnic,11463.0
2001,F,6,Nanyang Polytechnic,6379.0
2001,MF,6,Nanyang Polytechnic,12385.0
2002,F,6,Nanyang Polytechnic,6892.0
2002,MF,6,Nanyang Polytechnic,13105.0
2003,F,6,Nanyang Polytechnic,7456.0
2003,MF,6,Nanyang Polytechnic,13754.0
2004,F,6,Nanyang Polytechnic,7875.0
2004,MF,6,Nanyang Polytechnic,14233.0
2005,F,6,Nanyang Polytechnic,8010.0
2005,MF,6,Nanyang Polytechnic,14643.0
2006,F,6,Nanyang Polytechnic,7913.0
2006,MF,6,Nanyang Polytechnic,15001.0
2007,F,6,Nanyang Polytechnic,7732.0
2007,MF,6,Nanyang Polytechnic,14874.0
2008,F,6,Nanyang Polytechnic,7866.0
2008,MF,6,Nanyang Polytechnic,15225.0
2009,F,6,Nanyang Polytechnic,8150.0
2009,MF,6,Nanyang Polytechnic,15656.0
2010,F,6,Nanyang Polytechnic,8387.0
2010,MF,6,Nanyang Polytechnic,16183.0
2011,F,6,Nanyang Polytechnic,8440.0
2011,MF,6,Nanyang Polytechnic,16408.0
2012,F,6,Nanyang Polytechnic,8197.0
2012,MF,6,Nanyang Polytechnic,16076.0
2013,F,6,Nanyang Polytechnic,8242.0
2013,MF,6,Nanyang Polytechnic,16266.0
2014,F,6,Nanyang Polytechnic,8189.0
2014,MF,6,Nanyang Polytechnic,16092.0
2015,F,6,Nanyang Polytechnic,8177.0
2015,MF,6,Nanyang Polytechnic,15842.0
2016,F,6,Nanyang Polytechnic,7661.0
2016,MF,6,Nanyang Polytechnic,15035.0
2017,F,6,Nanyang Polytechnic,7398.0
2017,MF,6,Nanyang Polytechnic,14734.0
2018,F,6,Nanyang Polytechnic,7304.0
2018,MF,6,Nanyang Polytechnic,14715.0
2019,F,6,Nanyang Polytechnic,7175.0
2019,MF,6,Nanyang Polytechnic,14522.0
2020,F,6,Nanyang Polytechnic,6966.0
2020,MF,6,Nanyang Polytechnic,13968.0
2021,F,6,Nanyang Polytechnic,6589.0
2021,MF,6,Nanyang Polytechnic,13268.0
2022,F,6,Nanyang Polytechnic,6399.0
2022,MF,6,Nanyang Polytechnic,12815.0
2023,F,6,Nanyang Polytechnic,6321.0
2023,MF,6,Nanyang Polytechnic,12758.0
2024,F,6,Nanyang Polytechnic,6407.0
2024,MF,6,Nanyang Polytechnic,12787.0
2003,F,11,Republic Polytechnic,377.0
2003,MF,11,Republic Polytechnic,821.0
2004,F,11,Republic Polytechnic,865.0
2004,MF,11,Republic Polytechnic,1907.0
2005,F,11,Republic Polytechnic,1759.0
2005,MF,11,Republic Polytechnic,3587.0
2006,F,11,Republic Polytechnic,2790.0
2006,MF,11,Republic Polytechnic,5479.0
2007,F,11,Republic Polytechnic,4205.0
2007,MF,11,Republic Polytechnic,8087.0
2008,F,11,Republic Polytechnic,5257.0
2008,MF,11,Republic Polytechnic,10188.0
2009,F,11,Republic Polytechnic,6304.0
2009,MF,11,Republic Polytechnic,12179.0
2010,F,11,Republic Polytechnic,6729.0
2010,MF,11,Republic Polytechnic,13003.0
2011,F,11,Republic Polytechnic,7209.0
2011,MF,11,Republic Polytechnic,13927.0
2012,F,11,Republic Polytechnic,7583.0
2012,MF,11,Republic Polytechnic,14520.0
2013,F,11,Republic Polytechnic,7910.0
2013,MF,11,Republic Polytechnic,14995.0
2014,F,11,Republic Polytechnic,7914.0
2014,MF,11,Republic Polytechnic,14952.0
2015,F,11,Republic Polytechnic,7736.0
2015,MF,11,Republic Polytechnic,14690.0
2016,F,11,Republic Polytechnic,7343.0
2016,MF,11,Republic Polytechnic,13915.0
2017,F,11,Republic Polytechnic,7022.0
2017,MF,11,Republic Polytechnic,13566.0
2018,F,11,Republic Polytechnic,6703.0
2018,MF,11,Republic Polytechnic,13142.0
2019,F,11,Republic Polytechnic,6364.0
2019,MF,11,Republic Polytechnic,12627.0
2020,F,11,Republic Polytechnic,6064.0
2020,MF,11,Republic Polytechnic,12225.0
2021,F,11,Republic Polytechnic,5719.0
2021,MF,11,Republic Polytechnic,11668.0
2022,F,11,Republic Polytechnic,5608.0
2022,MF,11,Republic Polytechnic,11704.0
2023,F,11,Republic Polytechnic,5501.0
2023,MF,11,Republic Polytechnic,11587.0
2024,F,11,Republic Polytechnic,5552.0
2024,MF,11,Republic Polytechnic,11866.0
2005,F,3,LASALLE College of the Arts (Diploma),906.0
2005,MF,3,LASALLE College of the Arts (Diploma),1505.0
2006,F,3,LASALLE College of the Arts (Diploma),1139.0
2006,MF,3,LASALLE College of the Arts (Diploma),1904.0
2007,F,3,LASALLE College of the Arts (Diploma),1228.0
2007,MF,3,LASALLE College of the Arts (Diploma),1948.0
2008,F,3,LASALLE College of the Arts (Diploma),1202.0
2008,MF,3,LASALLE College of the Arts (Diploma),1887.0
2009,F,3,LASALLE College of the Arts (Diploma),1143.0
2009,MF,3,LASALLE College of the Arts (Diploma),1771.0
2010,F,3,LASALLE College of the Arts (Diploma),1137.0
2010,MF,3,LASALLE College of the Arts (Diploma),1754.0
2011,F,3,LASALLE College of the Arts (Diploma),1011.0
2011,MF,3,LASALLE College of the Arts (Diploma),1623.0
2012,F,3,LASALLE College of the Arts (Diploma),854.0
2012,MF,3,LASALLE College of the Arts (Diploma),1353.0
2013,F,3,LASALLE College of the Arts (Diploma),769.0
2013,MF,3,LASALLE College of the Arts (Diploma),1253.0
2014,F,3,LASALLE College of the Arts (Diploma),773.0
2014,MF,3,LASALLE College of the Arts (Diploma),1190.0
2015,F,3,LASALLE College of the Arts (Diploma),765.0
2015,MF,3,LASALLE College of the Arts (Diploma),1173.0
2016,F,3,LASALLE College of the Arts (Diploma),741.0
2016,MF,3,LASALLE College of the Arts (Diploma),1150.0
2017,F,3,LASALLE College of the Arts (Diploma),783.0
2017,MF,3,LASALLE College of the Arts (Diploma),1241.0
2018,F,3,LASALLE College of the Arts (Diploma),842.0
2018,MF,3,LASALLE College of the Arts (Diploma),1294.0
2019,F,3,LASALLE College of the Arts (Diploma),844.0
2019,MF,3,LASALLE College of the Arts (Diploma),1277.0
2020,F,3,LASALLE College of the Arts (Diploma),809.0
2020,MF,3,LASALLE College of the Arts (Diploma),1231.0
2021,F,3,LASALLE College of the Arts (Diploma),787.0
2021,MF,3,LASALLE College of the Arts (Diploma),1205.0
2022,F,3,LASALLE College of the Arts (Diploma),784.0
2022,MF,3,LASALLE College of the Arts (Diploma),1200.0
2023,F,3,LASALLE College of the Arts (Diploma),780.0
2023,MF,3,LASALLE College of the Arts (Diploma),1177.0
2024,F,3,LASALLE College of the Arts (Diploma),790.0
2024,MF,3,LASALLE College of the Arts (Diploma),1169.0
2012,F,2,LASALLE College of the Arts (Degree),771.0
2012,MF,2,LASALLE College of the Arts (Degree),1081.0
2013,F,2,LASALLE College of the Arts (Degree),956.0
2013,MF,2,LASALLE College of the Arts (Degree),1290.0
2014,F,2,LASALLE College of the Arts (Degree),846.0
2014,MF,2,LASALLE College of the Arts (Degree),1176.0
2015,F,2,LASALLE College of the Arts (Degree),905.0
2015,MF,2,LASALLE College of the Arts (Degree),1262.0
2016,F,2,LASALLE College of the Arts (Degree),946.0
2016,MF,2,LASALLE College of the Arts (Degree),1311.0
2017,F,2,LASALLE College of the Arts (Degree),987.0
2017,MF,2,LASALLE College of the Arts (Degree),1330.0
2018,F,2,LASALLE College of the Arts (Degree),981.0
2018,MF,2,LASALLE College of the Arts (Degree),1339.0
2019,F,2,LASALLE College of the Arts (Degree),909.0
2019,MF,2,LASALLE College of the Arts (Degree),1235.0
2020,F,2,LASALLE College of the Arts (Degree),868.0
2020,MF,2,LASALLE College of the Arts (Degree),1168.0
2021,F,2,LASALLE College of the Arts (Degree),865.0
2021,MF,2,LASALLE College of the Arts (Degree),1166.0
2022,F,2,LASALLE College of the Arts (Degree),846.0
2022,MF,2,LASALLE College of the Arts (Degree),1140.0
2023,F,2,LASALLE College of the Arts (Degree),908.0
2023,MF,2,LASALLE College of the Arts (Degree),1197.0
2024,F,2,LASALLE College of the Arts (Degree),961.0
2024,MF,2,LASALLE College of the Arts (Degree),1241.0
2005,F,5,Nanyang Academy of Fine Arts (Diploma),1236.0
2005,MF,5,Nanyang Academy of Fine Arts (Diploma),1933.0
2006,F,5,Nanyang Academy of Fine Arts (Diploma),1352.0
2006,MF,5,Nanyang Academy of Fine Arts (Diploma),2083.0
2007,F,5,Nanyang Academy of Fine Arts (Diploma),1396.0
2007,MF,5,Nanyang Academy of Fine Arts (Diploma),2114.0
2008,F,5,Nanyang Academy of Fine Arts (Diploma),1475.0
2008,MF,5,Nanyang Academy of Fine Arts (Diploma),2190.0
2009,F,5,Nanyang Academy of Fine Arts (Diploma),1460.0
2009,MF,5,Nanyang Academy of Fine Arts (Diploma),2144.0
2010,F,5,Nanyang Academy of Fine Arts (Diploma),1532.0
2010,MF,5,Nanyang Academy of Fine Arts (Diploma),2269.0
2011,F,5,Nanyang Academy of Fine Arts (Diploma),1510.0
2011,MF,5,Nanyang Academy of Fine Arts (Diploma),2217.0
2012,F,5,Nanyang Academy of Fine Arts (Diploma),1531.0
2012,MF,5,Nanyang Academy of Fine Arts (Diploma),2225.0
2013,F,5,Nanyang Academy of Fine Arts (Diploma),1419.0
2013,MF,5,Nanyang Academy of Fine Arts (Diploma),2037.0
2014,F,5,Nanyang Academy of Fine Arts (Diploma),1440.0
2014,MF,5,Nanyang Academy of Fine Arts (Diploma),2022.0
2015,F,5,Nanyang Academy of Fine Arts (Diploma),1483.0
2015,MF,5,Nanyang Academy of Fine Arts (Diploma),2106.0
2016,F,5,Nanyang Academy of Fine Arts (Diploma),1745.0
2016,MF,5,Nanyang Academy of Fine Arts (Diploma),2390.0
2017,F,5,Nanyang Academy of Fine Arts (Diploma),1830.0
2017,MF,5,Nanyang Academy of Fine Arts (Diploma),2537.0
2018,F,5,Nanyang Academy of Fine Arts (Diploma),1785.0
2018,MF,5,Nanyang Academy of Fine Arts (Diploma),2484.0
2019,F,5,Nanyang Academy of Fine Arts (Diploma),1706.0
2019,MF,5,Nanyang Academy of Fine Arts (Diploma),2377.0
2020,F,5,Nanyang Academy of Fine Arts (Diploma),1644.0
2020,MF,5,Nanyang Academy of Fine Arts (Diploma),2312.0
2021,F,5,Nanyang Academy of Fine Arts (Diploma),1523.0
2021,MF,5,Nanyang Academy of Fine Arts (Diploma),2117.0
2022,F,5,Nanyang Academy of Fine Arts (Diploma),1503.0
2022,MF,5,Nanyang Academy of Fine Arts (Diploma),2049.0
2023,F,5,Nanyang Academy of Fine Arts (Diploma),1574.0
2023,MF,5,Nanyang Academy of Fine Arts (Diploma),2108.0
2024,F,5,Nanyang Academy of Fine Arts (Diploma),1637.0
2024,MF,5,Nanyang Academy of Fine Arts (Diploma),2189.0
2011,F,4,Nanyang Academy of Fine Arts (Degree),9.0
2011,MF,4,Nanyang Academy of Fine Arts (Degree),20.0
2012,F,4,Nanyang Academy of Fine Arts (Degree),22.0
2012,MF,4,Nanyang Academy of Fine Arts (Degree),43.0
2013,F,4,Nanyang Academy of Fine Arts (Degree),25.0
2013,MF,4,Nanyang Academy of Fine Arts (Degree),51.0
2014,F,4,Nanyang Academy of Fine Arts (Degree),31.0
2014,MF,4,Nanyang Academy of Fine Arts (Degree),53.0
2015,F,4,Nanyang Academy of Fine Arts (Degree),40.0
2015,MF,4,Nanyang Academy of Fine Arts (Degree),59.0
2016,F,4,Nanyang Academy of Fine Arts (Degree),31.0
2016,MF,4,Nanyang Academy of Fine Arts (Degree),50.0
2017,F,4,Nanyang Academy of Fine Arts (Degree),24.0
2017,MF,4,Nanyang Academy of Fine Arts (Degree),39.0
2018,F,4,Nanyang Academy of Fine Arts (Degree),28.0
2018,MF,4,Nanyang Academy of Fine Arts (Degree),43.0
2019,F,4,Nanyang Academy of Fine Arts (Degree),32.0
2019,MF,4,Nanyang Academy of Fine Arts (Degree),50.0
2020,F,4,Nanyang Academy of Fine Arts (Degree),29.0
2020,MF,4,Nanyang Academy of Fine Arts (Degree),46.0
2021,F,4,Nanyang Academy of Fine Arts (Degree),177.0
2021,MF,4,Nanyang Academy of Fine Arts (Degree),236.0
2022,F,4,Nanyang Academy of Fine Arts (Degree),334.0
2022,MF,4,Nanyang Academy of Fine Arts (Degree),433.0
2023,F,4,Nanyang Academy of Fine Arts (Degree),413.0
2023,MF,4,Nanyang Academy of Fine Arts (Degree),514.0
2024,F,4,Nanyang Academy of Fine Arts (Degree),455.0
2024,MF,4,Nanyang Academy of Fine Arts (Degree),580.0
1982,F,1,Institute of Technical Education,2130.0
1982,MF,1,Institute of Technical Education,10303.0
1983,F,1,Institute of Technical Education,2753.0
1983,MF,1,Institute of Technical Education,10664.0
1984,F,1,Institute of Technical Education,2831.0
1984,MF,1,Institute of Technical Education,9419.0
1985,F,1,Institute of Technical Education,3839.0
1985,MF,1,Institute of Technical Education,13890.0
1986,F,1,Institute of Technical Education,4682.0
1986,MF,1,Institute of Technical Education,14666.0
1987,F,1,Institute of Technical Education,5601.0
1987,MF,1,Institute of Technical Education,16539.0
1988,F,1,Institute of Technical Education,5627.0
1988,MF,1,Institute of Technical Education,17643.0
1989,F,1,Institute of Technical Education,5751.0
1989,MF,1,Institute of Technical Education,17353.0
1990,F,1,Institute of Technical Education,5304.0
1990,MF,1,Institute of Technical Education,15919.0
1991,F,1,Institute of Technical Education,5172.0
1991,MF,1,Institute of Technical Education,15326.0
1992,F,1,Institute of Technical Education,4942.0
1992,MF,1,Institute of Technical Education,14975.0
1993,F,1,Institute of Technical Education,4625.0
1993,MF,1,Institute of Technical Education,14903.0
1994,F,1,Institute of Technical Education,3649.0
1994,MF,1,Institute of Technical Education,12254.0
1995,F,1,Institute of Technical Education,2726.0
1995,MF,1,Institute of Technical Education,9300.0
1996,F,1,Institute of Technical Education,2227.0
1996,MF,1,Institute of Technical Education,8266.0
1997,F,1,Institute of Technical Education,2119.0
1997,MF,1,Institute of Technical Education,8323.0
1998,F,1,Institute of Technical Education,3942.0
1998,MF,1,Institute of Technical Education,13808.0
1999,F,1,Institute of Technical Education,4339.0
1999,MF,1,Institute of Technical Education,16464.0
2000,F,1,Institute of Technical Education,4343.0
2000,MF,1,Institute of Technical Education,15974.0
2001,F,1,Institute of Technical Education,4584.0
2001,MF,1,Institute of Technical Education,16176.0
2002,F,1,Institute of Technical Education,5138.0
2002,MF,1,Institute of Technical Education,17468.0
2003,F,1,Institute of Technical Education,5615.0
2003,MF,1,Institute of Technical Education,17941.0
2004,F,1,Institute of Technical Education,6076.0
2004,MF,1,Institute of Technical Education,19207.0
2005,F,1,Institute of Technical Education,7315.0
2005,MF,1,Institute of Technical Education,21603.0
2006,F,1,Institute of Technical Education,8052.0
2006,MF,1,Institute of Technical Education,23636.0
2007,F,1,Institute of Technical Education,8235.0
2007,MF,1,Institute of Technical Education,24370.0
2008,F,1,Institute of Technical Education,8479.0
2008,MF,1,Institute of Technical Education,24593.0
2009,F,1,Institute of Technical Education,8844.0
2009,MF,1,Institute of Technical Education,24846.0
2010,F,1,Institute of Technical Education,8856.0
2010,MF,1,Institute of Technical Education,24789.0
2011,F,1,Institute of Technical Education,9158.0
2011,MF,1,Institute of Technical Education,25279.0
2012,F,1,Institute of Technical Education,9085.0
2012,MF,1,Institute of Technical Education,25370.0
2013,F,1,Institute of Technical Education,9428.0
2013,MF,1,Institute of Technical Education,26288.0
2014,F,1,Institute of Technical Education,10249.0
2014,MF,1,Institute of Technical Education,28036.0
2015,F,1,Institute of Technical Education,11267.0
2015,MF,1,Institute of Technical Education,29295.0
2016,F,1,Institute of Technical Education,10346.0
2016,MF,1,Institute of Technical Education,27519.0
2017,F,1,Institute of Technical Education,10804.0
2017,MF,1,Institute of Technical Education,28508.0
2018,F,1,Institute of Technical Education,10707.0
2018,MF,1,Institute of Technical Education,28367.0
2019,F,1,Institute of Technical Education,10658.0
2019,MF,1,Institute of Technical Education,27968.0
2020,F,1,Institute of Technical Education,10770.0
2020,MF,1,Institute of Technical Education,27825.0
2021,F,1,Institute of Technical Education,10957.0
2021,MF,1,Institute of Technical Education,27862.0
2022,F,1,Institute of Technical Education,10976.0
2022,MF,1,Institute of Technical Education,27570.0
2023,F,1,Institute of Technical Education,10777.0
2023,MF,1,Institute of Technical Education,27274.0
2024,F,1,Institute of Technical Education,11077.0
2024,MF,1,Institute of Technical Education,28096.0
